,Conservation Status,Phylum,Class,Order,Family,Scientific Name,Diet,Common Name,Color,Skin Type,Lifespan,Type,Predators,Birth rate,Conception Period,Habitat Loss,Climate Change,Human Influance,Pollution,Hunting,Predation,Disease,Invasive Species,Food Competition,Number Of Threats,Africa,America,Asia,Europe,Oceania,Ocean,Antarctica,Number Of Locations,IsExtinct
912,Least Concern,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes chrysocome,Carnivore,Eudyptes chrysocome,GreyBlackWhite,Feathers,15,Bird,3,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,0
913,Vulnerable,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptes schlegeli,Carnivore,Eudyptes schlegeli,GreyYellowBlackWhite,Feathers,15,Bird,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
914,Endangered,Chordata,Aves,Sphenisciformes,Spheniscidae,Megadyptes antipodes,Carnivore,Megadyptes antipodes,BrownGreyYellowBlackWhite,Feathers,10,Bird,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
915,Endangered,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus erithacus,Herbivore,African grey parrot,GreyRed,None,23,bird,3,2,4,1,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0
916,Central-America,Chordata,Aves,Psittaciformes,Psittacidae,"Sisserou, turquoise-fronted parrot, yellow-shouldered parrot, mercenary amazon, red-tailed parrot, cuca",Herbivore,Amazon Parrot,YellowRedBlueGreenPurple,Feathers,7,Bird,3,2,30,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
917,Least Concern,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus undulatus,Omnivore,Melopsittacus undulatus,GreyYellowBlueBlackWhiteGreen,Feathers,3,Bird,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
918,Extinct,Chordata,Aves,Psittaciformes,Psittacidae,†Conuropsis carolinensis,Omnivore,Carolina Parakeet,YellowBlueGreenOrange,Feathers,30,Bird,5,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
919,Vulnerable,Chordata,Aves,Psittaciformes,Cacatuidae,Cockatoo,Omnivore,Cockatoo,YellowRedBlueWhiteGreen,Feathers,20,Bird,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0
920,Endangered,Chordata,Aves,Psittaciformes,Nestoridae,Strigops habroptilus,Herbivore,Strigops habroptilus,BrownGreen,Feathers,6,Bird,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
921,Least Concern,Chordata,Aves,Psittaciformes,Psittaculidae,Lorikeet,Omnivore,Lorikeet,RedBlueBlackGreenPurple,Feathers,30,Bird,1,2,4,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,3,0
922,Endangered,Chordata,Aves,Psittaciformes,Psittacidae,Arini,Omnivore,Arini,YellowRedBlueWhiteGreen,Feathers,50,Bird,5,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
923,Least Concern,Chordata,Aves,Psittaciformes,Psittacidae,"Budgie, budgerigar, shell parrot, flight bird, ring-necked parakeet, Quaker parakeet",Omnivore,"Parakeet, budgie, conure",GreyYellowBlueWhiteAlbinoGreen,Feathers,6,Bird,5,2,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,6,0
924,Endangered,Chordata,Aves,Psittaciformes,Psittacidae,None,Omnivore,None,YellowRedBlueWhiteGreen,Feathers,40,Bird,3,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,5,0
925,Least Concern,Chordata,Aves,Psittaciformes,Psittacidae,Forpus cyanopygius,Omnivore,Parrotlets,GreyYellowBlueWhiteGreen,Feathers,30,Bird,5,2,4,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
926,Least Concern,Chordata,Aves,Psittaciformes,Psittacidae,Ara macao,Omnivore,Scarlet macaw,YellowRedBlue,Feathers,75,Bird,5,2,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
927,Least Concern,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus senegalus,Herbivore,Senegal Parrot,GreyYellowGreenOrange,Feathers,30,Bird,4,2,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
928,Near Threatened,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedeidae,Carnivore,Albatross,BrownGreyYellowRedBlackWhite,Feathers,50,Bird,4,1,30,0,0,1,0,1,1,0,0,0,3,1,1,0,0,1,1,0,4,0
929,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Coenocorypha barrierensis,Carnivore,North Island snipe,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
930,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Ameles fasciipennis,Carnivore,Spined dwarf mantis,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1
931,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Phacochoerus aethiopicus aethiopicus,Carnivore,Cape warthog,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
932,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Gallinula nesiotis,Carnivore,Tristan moorhen,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,1,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,1,1
933,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Pareudiastes pacificus,Carnivore,Samoan woodhen,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
934,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Pteropus pilosus,Carnivore,Large Palau flying fox,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
935,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Mareca strepera couesi,Carnivore,Coues's gadwall,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
936,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Pteropus brunneus,Carnivore,Percy Island flying fox,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1
937,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Alexandrinus exsul,Carnivore,Newton's parakeet,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1
938,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Apteryx owenii iredalei,Carnivore,North Island little spotted kiwi,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
939,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Camptorhynchus labradorius,Carnivore,Labrador duck,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1
940,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Coturnix novaezelandiae,Carnivore,New Zealand quail,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1
941,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Potorous platyops,Carnivore,Broad-faced potoroo,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,1
942,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Dusicyon australis,Carnivore,Falkland Islands wolf,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
943,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Ophrysia superciliosa,Carnivore,Himalayan quail,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1
944,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Riccordia bracei,Carnivore,Brace's emerald,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
945,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Oryzomys antillarum,Carnivore,Jamaican rice rat,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,1,1
946,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Cyclura cornuta onchiopsis,Carnivore,Navassa Island iguana,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
947,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Grallaria milleri gilesi,Carnivore,Antioquia brown-banded antpitta,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
948,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Hypotaenidia philippensis macquariensis,Carnivore,Macquarie Island banded rail,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,1
949,Extinct,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma caribbaea,Carnivore,Jamaican petrel,BrownGreyYellowRedBlackWhite,None,50,Bird,4,1,30,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
950,Least Concern,Chordata,Aves,Passeriformes,Turdidae,Turdus migratorius,Omnivore,American robin,GreyBlackWhiteOrange,Feathers,2,bird,3,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
951,Least Concern,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo rustica,Carnivore,barn swallow,BlueBlackWhiteOrangeBeige,Feathers,1,bird,3,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,6,0
952,Least Concern,Chordata,Aves,Passeriformes,Paradisaeidae,None,Omnivore,None,BrownGreyYellowRedBlueBlackWhiteGreen,Feathers,5,Bird,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0
953,Least Concern,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta cristata,Omnivore,Blue Jay,Blue,Feathers,7,Bird,5,1,2,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0
954,Least Concern,Chordata,Aves,Passeriformes,Icteridae,Dolichonyx oryzivorus,Omnivore,Bobolink,BlackCreamLight-Brown,Feathers,7,bird,4,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
955,Not Listed,Chordata,Aves,Passeriformes,Paridae,"Tit, titmous",Omnivore,Chickadee,GreyBlackWhite,Feathers,7,Bird,1,1,2,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
956,Least Concern,Chordata,Aves,Passeriformes,Corvidae,Corvus corax,Omnivore,Raven,Black,Feathers,13,Bird,4,1,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,0
957,Least Concern,Chordata,Aves,Passeriformes,Turdidae,Sialia sialis,Omnivore,Bluebird,RedBlueWhiteOrange,Feathers,6,Bird,6,1,7,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0
958,Least Concern,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis phoebe,Omnivore,Eastern phoebe,CreamGrey-Brown,Feathers,10,Bird,7,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
959,Least Concern,Chordata,Aves,Passeriformes,Oriolidae,Oriolus oriolus,Omnivore,Golden Oriole,BrownYellowBlackGreen,Feathers,8,Bird,3,1,2,1,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,3,0
960,Near Threatened,Chordata,Aves,Passeriformes,Estrildidae,Erythrura gouldiae,Herbivore,Gouldian finch,YellowRedBlueBlackPurple,None,8,Bird,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0
961,Least Concern,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus crinitus,Omnivore,Great Crested Flycatcher,BrownYellowBlue,None,14,Bird,1,1,2,1,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0
962,Least Concern,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous mexicanus,Herbivore,House finch,BrownRedWhite,None,11,Bird,7,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
963,Least Concern,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes aedon,Carnivore,House wren,Brown,Feathers,7,Bird,8,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
964,Least Concern,Chordata,Aves,Passeriformes,Corvidae,"Jackerdaw, sea crow, cawdaw, caddy",Omnivore,Jackdaw,GreyBlackWhitePurpleSilver,Feathers,5,Bird,6,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,0
965,Near Threatened,Chordata,Aves,Passeriformes,Menuridae,"Bulln-bulln, weringerong, woorail for the Superb, northern lyrebird for the Albert’s",Carnivore,Lyrebird,BrownGrey,Feathers,30,Bird,4,1,2,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,1,0,2,0
966,Near Threatened,Chordata,Aves,Passeriformes,Corvidae,Pica Pica,Omnivore,Pica Pica,BlackWhite,Feathers,8,Bird,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,5,0
967,Least Concern,Chordata,Aves,Passeriformes,Turdidae,Sialia currucoides,Omnivore,Mountain Bluebird,BrownGreyBlueWhite,Feathers,10,Bird,7,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
968,Least Concern,Chordata,Aves,Passeriformes,Sturnidae,"Selarang, Teck Meng, Indian myna, Calcutta myna, Mal kawadiya, Sela lihiniya, Kampatiya, Sula magpie, talking myna, common grackle",Carnivore,"Mynah, or myna",YellowBlackWhiteDark Brown,Feathers,1,Bird,4,1,2,1,0,1,0,0,0,0,0,0,2,1,1,1,0,1,1,0,5,0
969,Least Concern,Chordata,Aves,Passeriformes,Muscicapidae,None,Omnivore,None,BrownTan,Feathers,1,Bird,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0
970,Least Concern,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis cardinalis,Omnivore,"Cardinal, red cardinal",BrownRedOlive,Feathers,3,Passerine,3,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
971,Least Concern,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous purpureus,Omnivore,Purple finch,BrownRedBlackWhite,None,14,Bird,9,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
972,Least Concern,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous mexicanus,Herbivore,Red finch,BrownRedWhite,Feathers,12,Bird,7,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
973,Least Concern,Chordata,Aves,Passeriformes,Icteridae,Agelaius phoeniceus,Omnivore,Red-winged Blackbird,BrownYellowRedBlackWhite,Feathers,1,Bird,4,1,2,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
974,Near Threatened,Chordata,Aves,Passeriformes,Muscicapidae,None,Omnivore,None,BrownWhiteOrange,Feathers,1,Bird,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
975,Least Concern,Chordata,Aves,Passeriformes,Carinalidae,Pheucticus ludovicianus,Omnivore,Rose-breasted grosbeak,BrownRedBlackWhitePale Rose,Feathers,0,Bird,1,1,2,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0
976,Least Concern,Chordata,Aves,Passeriformes,Passerelidae,Melospiza melodia,Omnivore,Melospiza melodia,BrownGreyWhiteChestnut,Feathers,4,Sparrow,3,1,2,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
977,Least Concern,Chordata,Aves,Passeriformes,Passeridae,None,Omnivore,None,BrownGreyYellowBlueBlackWhiteTan,Feathers,4,Bird,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
978,Least Concern,Chordata,Aves,Passeriformes,Turdidae,"Storm cock, robin redbreast",Omnivore,Thrush,BrownGreyYellowRedBlue,Feathers,2,Bird,7,1,1,1,0,0,0,0,1,0,0,0,2,1,1,1,1,1,1,0,6,0
979,Least Concern,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta bicolor,Omnivore,Tree Swallow,BlueBlackWhite,Feathers,1,Bird,9,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
980,Least Concern,Chordata,Aves,Passeriformes,Cettiidae,Cettia diphone,Omnivore,Uguisu,BrownGreenOlive,Feathers,2,Bird,3,1,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
981,Vulnerable,Chordata,Aves,Passeriformes,Cotingidae,Cephalopterus,Omnivore,Umbrellabird,Black,Feathers,12,Bird,1,1,4,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
982,Least Concern,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus trochilus,Carnivore,King Cobra,YellowGreen,Feathers,5,Passerine,1,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,2,0
983,Least Concern,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia guttata,Omnivore,Zebra Finch,GreyRedBlackWhiteOrange,Feathers,1,Bird,4,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,3,0
984,Extinct,Chordata,Aves,Passeriformes,Corvidae,Myotragus balearicus,Omnivore,Balearic cave goat,Black,None,1,Bird,1,1,2,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1
985,Extinct,Chordata,Aves,Passeriformes,Corvidae,Ardea bennuides,Omnivore,Bennu heron,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
986,Extinct,Chordata,Aves,Passeriformes,Corvidae,Nycticorax kalavikai,Omnivore,Niue night heron,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
987,Extinct,Chordata,Aves,Passeriformes,Corvidae,Antillothrix bernensis,Omnivore,Hispaniola monkey,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
988,Extinct,Chordata,Aves,Passeriformes,Corvidae,Neocnus comes,Omnivore,Small Hispaniola ground sloth,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
989,Extinct,Chordata,Aves,Passeriformes,Corvidae,Megalocnus rodens,Omnivore,Larger Cuban ground sloth,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
990,Extinct,Chordata,Aves,Passeriformes,Corvidae,Corvus moriorum,Omnivore,Chatham raven,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
991,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Aldabrachelys gigantea daudinii,Omnivore,Daudin's giant tortoise,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
992,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Chelonoidis niger,Omnivore,Floreana giant tortoise,Black,None,1,Bird,1,1,2,1,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1
993,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Diceros bicornis bicornis,Omnivore,Southern black rhinoceros,Black,None,1,Bird,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
994,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Prosobonia cancellata,Omnivore,Christmas sandpiper,Black,None,1,Bird,1,1,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
995,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Eriocnemis godini,Omnivore,Turquoise-throated puffleg,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
996,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Acalypha rubrinervis,Omnivore,String tree,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
997,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Chitala lopis,Omnivore,Belido,Black,None,1,Bird,1,1,2,1,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1
998,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Nestor productus,Omnivore,Norfolk kaka,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1
999,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Pinguinus impennis,Omnivore,Great auk,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1000,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Columba vitiensis godmanae,Omnivore,Lord Howe pigeon,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1001,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Pteropus allenorum,Omnivore,Small Samoan flying fox,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1002,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Pseudomys gouldii,Omnivore,Gould's mouse,Black,None,1,Bird,1,1,2,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1
1003,Extinct,Chordata,Aves,Passeriformes,†Mohoidae,Chaetoptila angustipluma,Omnivore,Kioea,Black,None,1,Bird,1,1,2,1,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
1004,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Capra pyrenaica lusitanica,Omnivore,Portuguese ibex,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1005,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Cabalus lafresnayanus,Omnivore,New Caledonian rail,Black,None,1,Bird,1,1,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
1006,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Cyanoramphus erythrotis,Omnivore,Macquarie parakeet,Black,None,1,Bird,1,1,2,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
1007,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Hemignathus hanapepe,Omnivore,Kauaʻi nukupuʻu,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1008,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Ixobrychus novaezelandiae,Omnivore,New Zealand bittern,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1009,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Gallicolumba menagei,Omnivore,Sulu bleeding-heart,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1010,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Rhodacanthis flaviceps,Omnivore,Lesser koa finch,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1011,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Akialoa lanaiensis,Omnivore,Maui Nui ʻakialoa,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1
1012,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Ciridops anna,Omnivore,ʻUla-ʻai-hawane,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1013,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Nyctimene sanctacrucis,Omnivore,Nendo tube-nosed fruit bat,Black,None,1,Bird,1,1,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
1014,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Oligoryzomys victus,Omnivore,St. Vincent pygmy rice rat,Black,None,1,Bird,1,1,2,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
1015,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Poodytes rufescens,Omnivore,Chatham fernbird,Black,None,1,Bird,1,1,2,1,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,1
1016,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Psittacara maugei,Omnivore,Puerto Rican parakeet,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,1,1
1017,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Cabalus modestus,Omnivore,Chatham rail,Black,None,1,Bird,1,1,2,1,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,1
1018,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Lagochila lacera,Omnivore,Harelip sucker,Black,None,1,Bird,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1019,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Psittacula wardi,Omnivore,Seychelles parakeet,Black,None,1,Bird,1,1,2,1,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1
1020,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Chloridops kona,Omnivore,Kona grosbeak,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1021,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Porhyrio mantelli,Omnivore,North Island takahē,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1
1022,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Diaphorapteryx hawkinsi,Omnivore,Hawkins's rail,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1023,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Traversia lyalli,Omnivore,Lyall's wren,Black,None,1,Bird,1,1,2,1,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,1,1
1024,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Rhodacanthis palmeri,Omnivore,Greater koa finch,Black,None,1,Bird,1,1,2,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1
1025,Extinct,Chordata,Aves,Passeriformes,Fringillidae,Canis lupus beothucus,Omnivore,Newfoundland wolf,Black,None,1,Bird,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
